eo_data,class,lon,lat,subset,start_date,end_date,eo_status,coord
Mango,11,37.2330579,-0.7881833,training,13/09/2021,13/09/2022,complete,"[0.81668595 0.83337691 0.98537914 0.38012331 0.57561354 0.55564138
 0.3384695  0.9139082  0.21992289 0.76727734]"
Maize,7,37.2206995,-0.7821502,training,14/09/2021,14/09/2022,complete,"[0.0117965  0.02258805 0.9002294  0.99379939 0.47153927 0.78407431
 0.39973816 0.23894822 0.7289294  0.72365291]"
Beans,12,37.2136262,-0.7799385,training,15/09/2021,15/09/2022,complete,"[0.85012427 0.264354   0.21369784 0.15073429 0.54959835 0.17033979
 0.36723114 0.21582369 0.19671191 0.56060117]"
Beans,12,37.2071817,-0.7827383,training,16/09/2021,16/09/2022,complete,"[0.51617264 0.03843134 0.5827579  0.52011984 0.64531946 0.43900233
 0.32873762 0.07768497 0.01010273 0.75668591]"
Bananas,20,37.2127759,-0.7894175,training,17/09/2021,17/09/2022,complete,"[0.16458189 0.41118391 0.27203117 0.67435653 0.88859699 0.72251842
 0.84745751 0.41643663 0.11602367 0.44866573]"
Maize,7,37.2207436,-0.78572,training,18/09/2021,18/09/2022,complete,"[0.72767495 0.91524867 0.31122692 0.25281108 0.76617829 0.80842893
 0.09047423 0.11007103 0.13714509 0.35213489]"
Maize,7,37.2824131,-0.9137969,training,19/09/2021,19/09/2022,complete,"[0.20759254 0.40905145 0.63306754 0.08366964 0.50330657 0.49924577
 0.58504338 0.41994408 0.00226772 0.80919172]"
Maize,7,37.2823425,-0.9141497,training,20/09/2021,20/09/2022,complete,"[0.48522356 0.36325429 0.0387143  0.5739019  0.513218   0.65874652
 0.60748653 0.24794394 0.78874748 0.28997227]"
Maize,7,37.1256411,-0.9346443,training,21/09/2021,21/09/2022,complete,"[0.76758172 0.80667465 0.4151849  0.7069866  0.77246633 0.0410639
 0.73362228 0.09112846 0.28458754 0.05464667]"
Maize,7,37.1266916,-0.9335553,training,22/09/2021,22/09/2022,complete,"[0.55133728 0.81997832 0.55197792 0.85792391 0.18522307 0.3395888
 0.28065211 0.56703391 0.76894246 0.44486972]"
Maize,7,37.13135667,-0.932340495,training,23/09/2021,23/09/2022,complete,"[0.02349668 0.77818774 0.36061577 0.70800797 0.52147635 0.11095135
 0.72628978 0.21635433 0.0206385  0.83791125]"
Beans,12,37.13304508,-0.932198688,training,24/09/2021,24/09/2022,complete,"[0.57893838 0.64108335 0.42774347 0.29776267 0.3284092  0.24899078
 0.3336388  0.7253524  0.41830765 0.64658844]"
Maize,7,37.12913377,-0.932178429,training,25/09/2021,25/09/2022,complete,"[0.14228781 0.85635197 0.78722715 0.46768546 0.39384317 0.31339091
 0.93247419 0.02003012 0.79005563 0.61630675]"
Beans,12,37.12756886,-0.932467832,training,26/09/2021,26/09/2022,complete,"[0.79461435 0.12739184 0.9433792  0.15553588 0.55519139 0.85759941
 0.74023845 0.82307461 0.72384712 0.06407403]"
Bananas,20,37.2115599,-0.8881412,training,27/09/2021,27/09/2022,complete,"[0.1250659  0.13933793 0.29558655 0.19250276 0.89553767 0.231581
 0.91353515 0.41999852 0.92667361 0.42209426]"
Bananas,20,37.2115831,-0.8871578,training,28/09/2021,28/09/2022,complete,"[0.79696604 0.57565962 0.10125168 0.651369   0.1649836  0.65064392
 0.17143906 0.57238939 0.40182704 0.96467258]"
Maize,7,37.2139957,-0.8844118,training,29/09/2021,29/09/2022,complete,"[0.98196253 0.43752627 0.47940599 0.60386941 0.33450454 0.2175471
 0.82534359 0.33326225 0.33409761 0.9128447 ]"
Maize,7,37.22968365,-0.92540447,training,30/09/2021,30/09/2022,complete,"[0.82559692 0.1007539  0.3783378  0.92638642 0.39998974 0.84066257
 0.71370173 0.42510911 0.79880662 0.09398925]"
Maize,7,37.21419662,-0.881747722,training,10/01/2021,10/01/2022,complete,"[0.74596613 0.47422013 0.09310784 0.30365831 0.25486912 0.62257853
 0.59283876 0.91898851 0.4573768  0.21551416]"
Maize,7,37.21559993,-0.883705558,training,10/02/2021,10/02/2022,complete,"[0.05686653 0.48861872 0.35123285 0.89978154 0.50729778 0.24604386
 0.24152478 0.7334854  0.355649   0.56116037]"
Maize,7,37.21871383,-0.89033634,training,10/03/2021,10/03/2022,complete,"[0.79594837 0.10329274 0.24872591 0.88742121 0.46888    0.69297938
 0.55433521 0.21353265 0.52642767 0.29711233]"
Maize,7,37.21885807,-0.892534378,training,10/04/2021,10/04/2022,complete,"[0.37736981 0.5630504  0.92411834 0.64079568 0.17278068 0.39823063
 0.32313902 0.48351357 0.74289722 0.99913231]"
Maize,7,37.22207859,-0.889153151,training,10/05/2021,10/05/2022,complete,"[0.73555647 0.00667235 0.16695631 0.04477072 0.39750886 0.49553102
 0.02568556 0.33321248 0.07544573 0.74575022]"
Maize,7,37.22488423,-0.886232077,training,10/06/2021,10/06/2022,complete,"[0.19024997 0.30052247 0.98201279 0.90563299 0.52895327 0.87605589
 0.48881629 0.91331836 0.67847754 0.80284264]"
Maize,7,37.22686063,-0.883963613,training,10/07/2021,10/07/2022,complete,"[0.21758278 0.96901791 0.65762632 0.61735166 0.27888431 0.3986663
 0.0132524  0.67472747 0.90965668 0.17659667]"
Maize,7,37.22748004,-0.880732869,training,10/08/2021,10/08/2022,complete,"[0.2012986  0.7575992  0.60166179 0.16099417 0.80593827 0.92804846
 0.43787054 0.29281319 0.67860435 0.96433348]"
Maize,7,37.22636279,-0.879812555,training,10/09/2021,10/09/2022,complete,"[0.8125248  0.04842035 0.8266669  0.30168031 0.05176643 0.47750909
 0.49259736 0.24406443 0.73918916 0.85042161]"
Maize,7,37.22585048,-0.878907676,training,10/10/2021,10/10/2022,complete,"[0.79385801 0.50214318 0.96394502 0.00694454 0.50810967 0.60343234
 0.14369878 0.38469126 0.89794066 0.68244709]"
Coffee,18,37.22539413,-0.876938744,training,10/11/2021,10/11/2022,complete,"[0.26359706 0.11240007 0.80138582 0.58820655 0.45334846 0.12963108
 0.21159968 0.43705575 0.20164909 0.82627919]"
Maize,7,37.2258078,-0.8753867,training,10/12/2021,10/12/2022,complete,"[0.1910925  0.52030732 0.9396014  0.77752814 0.86084287 0.99817471
 0.55505766 0.26877483 0.6816186  0.60392128]"
Maize,7,37.22492331,-0.872461613,training,13/10/2021,13/10/2022,complete,"[0.9065513  0.78584019 0.84075972 0.69196682 0.85346411 0.46470852
 0.15270493 0.93269907 0.2818881  0.78425257]"
Maize,7,37.22665224,-0.870101977,training,14/10/2021,14/10/2022,complete,"[0.732747   0.66223603 0.98272717 0.12027769 0.10402871 0.30580717
 0.10897881 0.12486105 0.40035434 0.59205332]"
Maize,7,37.2258611,-0.865513898,training,15/10/2021,15/10/2022,complete,"[0.78729648 0.60265295 0.8272803  0.09631034 0.62675299 0.70428061
 0.89476479 0.6553368  0.8734656  0.86210778]"
Maize,7,37.15558144,-0.932799198,training,16/10/2021,16/10/2022,complete,"[0.37127645 0.95524772 0.82355544 0.63411452 0.84009247 0.02796293
 0.47725013 0.20786282 0.3375105  0.48812055]"
Sorghum,33,37.2312437,-0.8685156,training,17/10/2021,17/10/2022,complete,"[0.12846318 0.66123461 0.27456239 0.1927386  0.3482588  0.86498745
 0.5454216  0.02552681 0.2477768  0.68312836]"
Maize,7,37.144786,-0.7957047,training,18/10/2021,18/10/2022,complete,"[0.46229146 0.05080373 0.51144972 0.06717069 0.6241862  0.68551039
 0.6348518  0.02286558 0.81492588 0.15460758]"
Maize,7,37.1463627,-0.7949687,training,19/10/2021,19/10/2022,complete,"[0.39007747 0.10153015 0.4602181  0.05491015 0.37045063 0.48755417
 0.79457511 0.6460448  0.38826725 0.22955904]"
Beans,12,37.1484151,-0.7949432,training,20/10/2021,20/10/2022,complete,"[0.89399243 0.10935216 0.39094854 0.32643483 0.24130351 0.00964843
 0.65671752 0.70865719 0.66875468 0.54331919]"
Avocado,8,37.1475778,-0.7994166,training,21/10/2021,21/10/2022,complete,"[0.67395601 0.29363581 0.68537223 0.15366791 0.60664001 0.5575627
 0.07232219 0.29424979 0.86047681 0.07059302]"
Maize,7,37.1432462,-0.800187,training,22/10/2021,22/10/2022,complete,"[0.6610657  0.70743239 0.91825182 0.90445463 0.44010302 0.11500394
 0.01428547 0.32729644 0.12177844 0.58185895]"
Bananas,20,37.1419456,-0.8076698,training,23/10/2021,23/10/2022,complete,"[0.61195277 0.38711522 0.89685384 0.22895753 0.26047249 0.48853385
 0.28403276 0.11622173 0.87291202 0.07337036]"
Tomatoes,34,37.1437736,-0.8093708,training,24/10/2021,24/10/2022,complete,"[0.68785391 0.65738374 0.21367994 0.89991107 0.45331987 0.42671561
 0.26198039 0.41707712 0.15764083 0.07929277]"
Maize,7,37.1445304,-0.8122101,training,25/10/2021,25/10/2022,complete,"[0.14023583 0.85435944 0.93299826 0.71271736 0.3663223  0.7028398
 0.03933696 0.26613055 0.27064888 0.4714052 ]"
Bananas,20,37.1453966,-0.8255211,training,26/10/2021,26/10/2022,complete,"[0.23211449 0.75938253 0.26873672 0.0052043  0.8436193  0.65568204
 0.94426578 0.70188987 0.4467388  0.60576045]"
Beans,12,37.146147,-0.8311212,training,27/10/2021,27/10/2022,complete,"[0.51879699 0.17553834 0.99358534 0.60151671 0.51738536 0.27564271
 0.11950223 0.593232   0.10514435 0.31539358]"
Maize,7,37.1479351,-0.8408233,training,28/10/2021,28/10/2022,complete,"[0.31272352 0.67320288 0.10099694 0.12026344 0.97104801 0.12931318
 0.747402   0.81763104 0.3553005  0.19342098]"
Maize,7,37.1476444,-0.7949019,training,29/10/2021,29/10/2022,complete,"[0.96980754 0.78672101 0.54398634 0.67600964 0.1772464  0.59045697
 0.42057507 0.2761364  0.40591552 0.34899736]"
Beans,12,37.1452651,-0.8416058,training,30/10/2021,30/10/2022,complete,"[0.42166809 0.05678378 0.52283333 0.33025189 0.07972462 0.35556069
 0.79784668 0.10231312 0.87556668 0.37918359]"
Maize,7,37.1486625,-0.7949694,training,31/10/2021,31/10/2022,complete,"[0.35024489 0.51104779 0.23007107 0.83375502 0.184283   0.55658417
 0.7683768  0.88271626 0.57191326 0.86933371]"
Maize,7,37.1388738,-0.8431578,training,11/01/2021,11/01/2022,complete,"[0.00411899 0.79779481 0.45129075 0.15085208 0.91187622 0.03914407
 0.64866977 0.02782468 0.06544251 0.96920511]"
Shrub,9,37.1476073,-0.8087545,training,11/02/2021,11/02/2022,complete,"[0.69855278 0.57756847 0.62568911 0.00397683 0.44026823 0.91750364
 0.09509786 0.38484585 0.79990736 0.70356452]"
Maize,7,37.1396387,-0.7966921,training,11/03/2021,11/03/2022,complete,"[0.42597617 0.18961156 0.1758563  0.79330596 0.96057983 0.86692886
 0.40314364 0.52397168 0.31953046 0.85229057]"
Maize,7,37.23421822,-0.865516792,training,11/04/2021,11/04/2022,complete,"[0.79085123 0.35031142 0.06722451 0.14360882 0.95763768 0.63335158
 0.49988763 0.31645414 0.96595633 0.76729505]"
Guava,35,37.2385483,-0.9353333,training,11/05/2021,11/05/2022,complete,"[0.82725937 0.46515958 0.86808183 0.96949483 0.63867359 0.04936873
 0.22773289 0.34776993 0.79656607 0.91646909]"
Maize,7,37.2376489,-0.9347361,training,11/06/2021,11/06/2022,complete,"[0.86719762 0.46700614 0.39352698 0.3766008  0.9325174  0.58260204
 0.14349469 0.38497573 0.62716895 0.54458663]"
Tomatoes,34,37.2255233,-0.9179364,training,11/07/2021,11/07/2022,complete,"[0.81152098 0.79254341 0.3842869  0.84649172 0.7021922  0.04131496
 0.76014405 0.03794259 0.13887588 0.02630799]"
Sorghum,33,37.15326977,-0.935056538,training,11/08/2021,11/08/2022,complete,"[0.32337459 0.29496567 0.48702714 0.97650988 0.18852064 0.58346347
 0.66696581 0.97623748 0.2663372  0.59359391]"
Maize,7,37.23524477,-0.864658215,training,11/09/2021,11/09/2022,complete,"[0.88549423 0.60843788 0.05941973 0.65680705 0.55718344 0.06501805
 0.76842643 0.88128922 0.07827289 0.0544186 ]"
Maize,7,37.23611889,-0.863975212,training,11/10/2021,11/10/2022,complete,"[0.49961838 0.57313956 0.31228528 0.60011825 0.30289345 0.41101783
 0.41991859 0.59365912 0.11653311 0.18485501]"
Bananas,20,37.1478167,-0.937263714,training,11/11/2021,11/11/2022,complete,"[0.01389841 0.40121931 0.75477854 0.25209963 0.02169401 0.85216064
 0.94993192 0.15505263 0.65366246 0.53886561]"
Maize,7,37.1438377,-0.9452941,training,11/12/2021,11/12/2022,complete,"[0.03986579 0.41727533 0.68991618 0.80902322 0.36539604 0.29447646
 0.65999607 0.65085597 0.27866003 0.96572569]"
Maize,7,37.2368479,-0.8759613,training,13/11/2021,13/11/2022,complete,"[0.51772078 0.5531005  0.86848074 0.96888446 0.1754726  0.600494
 0.360885   0.33563946 0.45421979 0.09689612]"
Maize,7,37.143022,-0.9461442,training,14/11/2021,14/11/2022,complete,"[0.29252479 0.18448061 0.48259765 0.26425804 0.53078561 0.37242107
 0.23861567 0.54760298 0.25370543 0.18478661]"
Maize,7,37.2390512,-0.8750311,training,15/11/2021,15/11/2022,complete,"[0.73005126 0.92448936 0.78414764 0.74390656 0.47092779 0.60856603
 0.1222204  0.58646922 0.15836564 0.94696886]"
Maize,7,37.14939319,-0.944595231,training,16/11/2021,16/11/2022,complete,"[0.42151756 0.51901563 0.26734878 0.70556219 0.32544209 0.34119046
 0.75536138 0.65238305 0.87413531 0.56270312]"
Avocado,8,37.241139,-0.8733464,training,17/11/2021,17/11/2022,complete,"[0.27443453 0.97342108 0.48090364 0.57097865 0.64621222 0.30559581
 0.7059254  0.04822472 0.39498668 0.0299644 ]"
Maize,7,37.2468822,-0.8796829,training,18/11/2021,18/11/2022,complete,"[0.0319383  0.3188145  0.31925425 0.29329352 0.70389724 0.41408231
 0.69229459 0.77390637 0.06392223 0.75316541]"
Maize,7,37.2478981,-0.8812332,training,19/11/2021,19/11/2022,complete,"[0.72432787 0.318623   0.9813735  0.3654143  0.56452512 0.51707796
 0.3028599  0.76514885 0.45960523 0.97164173]"
Sorghum,33,37.15498037,-0.947109166,training,20/11/2021,20/11/2022,complete,"[0.53820509 0.64879098 0.74271698 0.47775489 0.51717249 0.25763864
 0.58562398 0.12024375 0.49109009 0.91026963]"
Bananas,20,37.2435441,-0.8841728,training,21/11/2021,21/11/2022,complete,"[0.10142975 0.68069842 0.49056731 0.74731457 0.27782693 0.15050892
 0.2009194  0.75365141 0.80118178 0.03574884]"
Kales,28,37.16007356,-0.940694094,training,22/11/2021,22/11/2022,complete,"[0.14973283 0.07433445 0.14013647 0.73575084 0.82588697 0.72191263
 0.69051136 0.50718028 0.50487609 0.83708046]"
Beans,12,37.233239,-0.8961906,training,23/11/2021,23/11/2022,complete,"[0.72721673 0.75319558 0.53881909 0.52226821 0.15066936 0.75706759
 0.46761598 0.25478916 0.05889831 0.72947486]"
Maize,7,37.1746035,-0.951957602,training,24/11/2021,24/11/2022,complete,"[0.85022103 0.33451594 0.31894266 0.11471909 0.93509235 0.70419197
 0.99628954 0.5287636  0.48396499 0.41312885]"
Sorghum,33,37.14929671,-0.943966264,training,25/11/2021,25/11/2022,complete,"[0.89986325 0.91963036 0.03338149 0.20518993 0.75724619 0.69339092
 0.25924206 0.00436782 0.72904033 0.12366837]"
Maize,7,37.16407267,-0.943629594,training,26/11/2021,26/11/2022,complete,"[0.97707993 0.90375639 0.72059556 0.65994939 0.94550622 0.76870657
 0.90754181 0.91415548 0.48300641 0.77753054]"
Sorghum,33,37.15378305,-0.93771904,training,27/11/2021,27/11/2022,complete,"[0.40053408 0.02357154 0.05936305 0.04043311 0.3958026  0.40744827
 0.89838219 0.83176114 0.896949   0.33349214]"
Maize,7,37.01635544,-0.633769633,training,28/11/2021,28/11/2022,complete,"[0.76682852 0.31863314 0.90561393 0.83562143 0.19042972 0.62109608
 0.60704975 0.01536115 0.90825132 0.32487722]"
Tea,29,36.90075585,-0.636659318,training,29/11/2021,29/11/2022,complete,"[0.39590413 0.8396784  0.42697246 0.78118523 0.8889003  0.25014076
 0.00784212 0.94917432 0.98320694 0.65162312]"
Maize,7,37.0316627,-0.63138,training,30/11/2021,30/11/2022,complete,"[0.51578852 0.11091586 0.27030818 0.20372571 0.67495875 0.26704793
 0.85069633 0.43905519 0.38198133 0.89676403]"
Tea,29,36.90162779,-0.636382328,training,12/01/2021,12/01/2022,complete,"[0.56401    0.0099091  0.81466423 0.50312946 0.49430567 0.99323151
 0.64319881 0.99425953 0.09872877 0.44663113]"
Maize,7,37.0328984,-0.6316332,training,12/02/2021,12/02/2022,complete,"[0.59954021 0.65603933 0.35279688 0.16579909 0.38779134 0.47206296
 0.97088971 0.19812221 0.87257167 0.04831992]"
Coffee,18,37.0099713,-0.6136525,training,12/03/2021,12/03/2022,complete,"[0.35690376 0.84862383 0.04556807 0.18355552 0.51048368 0.27903078
 0.05475988 0.30891217 0.78894597 0.11948297]"
Coffee,18,36.89856887,-0.633246072,training,12/04/2021,12/04/2022,complete,"[0.97532071 0.31033124 0.21897629 0.53689046 0.80974424 0.80750419
 0.08671549 0.42877587 0.60064603 0.54745783]"
Maize,7,37.030385,-0.6384017,training,12/05/2021,12/05/2022,complete,"[0.97663065 0.35319472 0.51903691 0.08090105 0.97318528 0.16102608
 0.58714803 0.58276472 0.70603553 0.38136908]"
Coffee,18,36.9836289,-0.6021652,training,12/06/2021,12/06/2022,complete,"[0.0074617  0.10200838 0.81122503 0.67311188 0.71441301 0.19177288
 0.40314828 0.40045129 0.24906691 0.41410972]"
Maize,7,36.8926327,-0.629104,training,12/07/2021,12/07/2022,complete,"[0.30104266 0.31657018 0.52925166 0.95435491 0.07176725 0.82774993
 0.87342389 0.60755517 0.83470169 0.48607444]"
Tea,29,36.89233205,-0.630191376,training,12/08/2021,12/08/2022,complete,"[0.44757551 0.74341155 0.53230556 0.52492714 0.34303711 0.35870231
 0.0309184  0.50278262 0.63968717 0.9426908 ]"
Shrub,9,37.055925,-0.6470767,training,12/09/2021,12/09/2022,complete,"[0.33958391 0.00544234 0.8611481  0.69389449 0.81662009 0.01549718
 0.08183809 0.90702824 0.5159709  0.46118547]"
Maize,7,36.8875848,-0.6282183,training,12/10/2021,12/10/2022,complete,"[0.84510047 0.31432518 0.81112717 0.19366078 0.12507967 0.8638992
 0.68258924 0.05471401 0.06249742 0.74547934]"
Maize,7,37.0573933,-0.6463617,training,12/11/2021,12/11/2022,complete,"[0.8328855  0.86366966 0.10120565 0.51392284 0.25185552 0.9335754
 0.13582    0.31325855 0.408897   0.29395502]"
Tea,29,36.9681387,-0.6047798,training,12/12/2021,12/12/2022,complete,"[0.86454255 0.10988723 0.5593764  0.83772463 0.09052998 0.21793423
 0.34562069 0.2323305  0.45224619 0.82238294]"
Tea,29,36.9695182,-0.6058679,training,13/12/2021,13/12/2022,complete,"[0.11653916 0.09119452 0.23412513 0.86788074 0.63709401 0.59882824
 0.96075796 0.50070425 0.80891196 0.25245331]"
Tea,29,36.8747582,-0.6249683,training,14/12/2021,14/12/2022,complete,"[0.15815255 0.04227124 0.44788561 0.20402926 0.6934342  0.94544587
 0.99060583 0.24527874 0.51205694 0.51483094]"
Bananas,20,37.0725167,-0.6563917,training,15/12/2021,15/12/2022,complete,"[0.77340131 0.08751702 0.68132767 0.40730215 0.66198492 0.51956559
 0.71263609 0.69219639 0.18613928 0.18202952]"
Tea,29,36.8621945,-0.6223204,training,16/12/2021,16/12/2022,complete,"[0.75917017 0.44985418 0.9992919  0.50616588 0.95397063 0.25212943
 0.44775878 0.06760179 0.53672972 0.52580431]"
Tea,29,36.9784037,-0.6119048,training,17/12/2021,17/12/2022,complete,"[0.01600874 0.63802994 0.83604337 0.33586931 0.79033031 0.11053562
 0.86268921 0.14647863 0.88308354 0.62142641]"
Tea,29,36.8648474,-0.6252243,training,18/12/2021,18/12/2022,complete,"[0.51745498 0.88132341 0.97571726 0.56083907 0.31038356 0.05870807
 0.2836325  0.89883384 0.94708231 0.92767048]"
Maize,7,37.0749117,-0.6604167,training,19/12/2021,19/12/2022,complete,"[0.13286062 0.25233588 0.25340946 0.58385196 0.80380771 0.69178341
 0.29482353 0.88586353 0.92534304 0.78127952]"
Beans,12,37.0726163,-0.659717,training,20/12/2021,20/12/2022,complete,"[0.11116291 0.66408658 0.27493307 0.54814461 0.19541319 0.97005945
 0.98986031 0.75700309 0.90105205 0.04446615]"
Coffee,18,36.9825489,-0.6160212,training,21/12/2021,21/12/2022,complete,"[0.16411815 0.40416348 0.11357673 0.40333643 0.33515288 0.90434838
 0.22928579 0.44601412 0.79799241 0.28208494]"
Maize,7,37.0732633,-0.651505,training,22/12/2021,22/12/2022,complete,"[0.91543793 0.54467496 0.07091219 0.94268843 0.44858285 0.79546866
 0.19302812 0.92661825 0.96175938 0.61485911]"
Maize,7,36.8546231,-0.6307039,training,23/12/2021,23/12/2022,complete,"[0.30837565 0.66367846 0.68943648 0.00442738 0.28775654 0.70503794
 0.14950065 0.34924169 0.53312228 0.17801271]"
Tea,29,36.851937,-0.6305597,training,24/12/2021,24/12/2022,complete,"[0.84763628 0.75568492 0.45585144 0.56048664 0.02123399 0.08160818
 0.94111211 0.36849738 0.23810432 0.71592467]"
Maize,7,37.0799983,-0.6489367,training,25/12/2021,25/12/2022,complete,"[0.8765723  0.46353209 0.92611649 0.41921776 0.61988237 0.64476652
 0.31862389 0.08828639 0.55085697 0.65678399]"
Coffee,18,36.9771233,-0.623245,training,26/12/2021,26/12/2022,complete,"[0.9890086  0.39984118 0.1570721  0.8578957  0.18550112 0.33237895
 0.00485347 0.51109065 0.49072695 0.03477711]"
Maize,7,36.8487613,-0.6271379,training,27/12/2021,27/12/2022,complete,"[0.16842399 0.05714455 0.94572479 0.36863798 0.37067736 0.56931018
 0.2551848  0.88328842 0.43583838 0.36548119]"
